nom,masse_kg_m,h_m,b_m,tw_m,tf_m,r_m,aire_m2,Iyy_m4,Izz_m4,iy_m,iz_m,Wel_y_m3,Wel_z_m3,Wpl_y_m3,Wpl_z_m3,J_m4,Iw_m6,obsolete,date,profil_gsa
HE1000x393,393.0,1.016,0.303,0.0244,0.0439,0.03,0.05002,0.008077,0.000205,0.4018,0.064,0.0159,0.001353,0.01854,0.002168,2.33e-05,4.808e-05,FALSE,20170912,CAT HE-AM HE1000x393 20170912
HE600x399,399.0,0.648,0.315,0.03,0.054,0.027,0.05085,0.003446,0.0002828,0.2603,0.0746,0.01064,0.001796,0.01246,0.002814,3.93e-05,2.481e-05,FALSE,20170912,CAT HE-AM HE600x399 20170912
HE650x407,407.0,0.696,0.314,0.0295,0.054,0.027,0.05188,0.004054,0.0002802,0.2795,0.0735,0.01165,0.001785,0.01362,0.002803,3.93e-05,2.871e-05,FALSE,20170912,CAT HE-AM HE650x407 20170912
HE1000x415,415.0,1.02,0.304,0.026,0.046,0.03,0.05287,0.008531,0.0002171,0.4017,0.0641,0.016728,0.001428,0.019571,0.002298,2.7000000000000002e-05,5.108e-05,FALSE,20170912,CAT HE-AM HE1000x415 20170912
HE700x418,418.0,0.744,0.313,0.0295,0.054,0.027,0.05319,0.004725,0.0002776,0.298,0.0722,0.0127,0.001774,0.01484,0.002797,3.96e-05,3.285e-05,FALSE,20170912,CAT HE-AM HE700x418 20170912
HE1000x438,438.0,1.026,0.305,0.0269,0.049,0.03,0.0556,0.009092,0.0002336,0.4043,0.0648,0.01772,0.001531,0.02075,0.002463,3.18e-05,5.529e-05,FALSE,20170912,CAT HE-AM HE1000x438 20170912
HE800x444,444.0,0.842,0.313,0.03,0.054,0.03,0.0566,0.006345,0.000278,0.3348,0.0701,0.01507,0.001776,0.01764,0.002827,4.15e-05,4.284e-05,FALSE,20170912,CAT HE-AM HE800x444 20170912
HE900x466,466.0,0.938,0.312,0.03,0.054,0.03,0.05937,0.008149,0.0002756,0.3705,0.0681,0.01738,0.001767,0.02038,0.002832,4.23e-05,5.34e-05,FALSE,20170912,CAT HE-AM HE900x466 20170912
HE1000x494,494.0,1.036,0.309,0.031,0.054,0.03,0.06291,0.01028,0.0002682,0.4042,0.0653,0.019845,0.001736,0.023413,0.002818,4.4e-05,6.401e-05,FALSE,20170912,CAT HE-AM HE1000x494 20170912
HE1000x584,584.0,1.056,0.314,0.036,0.064,0.03,0.07437,0.012461,0.0003343,0.4093,0.067,0.0236,0.00213,0.028039,0.003475,7.15e-05,8.124e-05,FALSE,20170912,CAT HE-AM HE1000x584 20170912
