nom,masse_kg_m,h_m,b_m,tw_m,tf_m,aire_m2,Iyy_m4,Wel_y_m3,Wpl_y_m3,iy_m,Izz_m4,Wel_z_m3,Wpl_z_m3,iz_m,J_m4,r_m,profil_gsa
UC203x203x100,100,0.229,0.21,0.0145,0.0237,0.012669999999999999,0.0001133,0.0009891,0.001149,0.0945,3.663e-05,0.0003489,0.0005329,0.0538,2.09e-06,0.01,CAT UC-AM UC203x203x100 20170912
UC254x254x73,73.1,0.2541,0.2546,0.0086,0.014199999999999999,0.009309999999999999,0.0001141,0.0008979000000000001,0.0009921,0.1107,3.908e-05,0.00030700000000000004,0.00046540000000000004,0.0648,5.79e-07,0.013000000000000001,CAT UC-AM UC254x254x73 20170912
UC254x254x89,88.9,0.26030000000000003,0.25630000000000003,0.0103,0.0173,0.01133,0.0001427,0.001096,0.001224,0.11220000000000001,4.857e-05,0.000379,0.0005753,0.0655,1.0299999999999999e-06,0.013000000000000001,CAT UC-AM UC254x254x89 20170912
UC254x254x107,107,0.2667,0.25880000000000003,0.0128,0.0205,0.01364,0.0001751,0.0013130000000000001,0.001484,0.1133,5.928e-05,0.0004581,0.000697,0.0659,1.73e-06,0.013000000000000001,CAT UC-AM UC254x254x107 20170912
UC254x254x132,132,0.2763,0.26130000000000003,0.015300000000000001,0.0253,0.01681,0.0002253,0.001631,0.0018690000000000002,0.1158,7.531e-05,0.0005764,0.0008784000000000001,0.0669,3.19e-06,0.013000000000000001,CAT UC-AM UC254x254x132 20170912
UC254x254x167,167,0.2891,0.2652,0.0192,0.0317,0.02129,0.0003,0.002075,0.002424,0.1187,9.87e-05,0.0007443,0.001137,0.0681,6.280000000000001e-06,0.013000000000000001,CAT UC-AM UC254x254x167 20170912
UC305x305x97,96.9,0.3079,0.3053,0.0099,0.0154,0.01234,0.0002225,0.001445,0.001592,0.13419999999999999,7.308e-05,0.00047870000000000003,0.0007261,0.0769,9.100000000000001e-07,0.015,CAT UC-AM UC305x305x97 20170912
UC305x305x118,118,0.3145,0.3074,0.012,0.0187,0.015019999999999999,0.0002767,0.00176,0.001958,0.1357,9.059e-05,0.0005894,0.0008954000000000001,0.0777,1.61e-06,0.015,CAT UC-AM UC305x305x118 20170912
UC305x305x137,137,0.3205,0.3092,0.013800000000000002,0.0217,0.01744,0.0003281,0.0020480000000000003,0.002297,0.1372,0.000107,0.0006921000000000001,0.0010530000000000001,0.0783,2.49e-06,0.015,CAT UC-AM UC305x305x137 20170912
UC305x305x158,158,0.3271,0.3112,0.0158,0.025,0.020139999999999998,0.0003875,0.002369,0.00268,0.1387,0.0001257,0.0008078,0.00123,0.079,3.77e-06,0.015,CAT UC-AM UC305x305x158 20170912
UC305x305x198,198,0.3399,0.3145,0.019100000000000002,0.0314,0.02524,0.000509,0.0029950000000000003,0.0034400000000000003,0.14200000000000002,0.000163,0.0010370000000000002,0.0015810000000000002,0.08040000000000001,7.33e-06,0.015,CAT UC-AM UC305x305x198 20170912
UC305x305x240,240,0.3525,0.31839999999999996,0.023,0.037700000000000004,0.03058,0.000642,0.0036430000000000004,0.004247,0.1449,0.0002031,0.001276,0.001951,0.0815,1.27e-05,0.015,CAT UC-AM UC305x305x240 20170912
UC305x305x283,283,0.3653,0.3222,0.0268,0.0441,0.036039999999999996,0.0007887,0.004318000000000001,0.005105,0.1479,0.00024629999999999997,0.0015290000000000002,0.0023420000000000003,0.0827,2.03e-05,0.015,CAT UC-AM UC305x305x283 20170912
UC305x305x313,313,0.374,0.325,0.03,0.048299999999999996,0.03991,0.0008956,0.004789000000000001,0.005716000000000001,0.14980000000000002,0.000277,0.0017050000000000001,0.002617,0.0833,2.7e-05,0.015,CAT UC-AM UC305x305x313 20170912
UC305x305x342,342,0.382,0.328,0.03259999999999999,0.0526,0.043719999999999995,0.001005,0.005262,0.006334,0.15159999999999998,0.0003102,0.001892,0.0029070000000000003,0.08420000000000001,3.49e-05,0.015,CAT UC-AM UC305x305x342 20170912
UC356x368x129,129,0.3556,0.36860000000000004,0.010400000000000001,0.0175,0.01643,0.00040249999999999997,0.002264,0.0024790000000000003,0.1565,0.0001461,0.0007928000000000001,0.001199,0.0943,1.52e-06,0.015,CAT UC-AM UC356x368x129 20170912
