nom,masse_kg_m,h_m,b_m,tw_m,tf_m,r_m,aire_m2,Iyy_m4,Izz_m4,iy_m,iz_m,Wel_y_m3,Wel_z_m3,Wpl_y_m3,Wpl_z_m3,J_m4,Iw_m6,obsolete,date,profil_gsa
SHS260x260x8,62.8,0.26,0.26,0.008,,,0.008,8.423e-05,8.423e-05,0.103,0.103,0.000648,0.000648,0.000753,0.000753,0.00013006,,,20110705,CAT EN-SHS SHS260x260x8 20110705
SHS160x160x14.2,63.3,0.16,0.16,0.0142,,,0.00807,2.809e-05,2.809e-05,0.059,0.059,0.000351,0.000351,0.000436,0.000436,4.579e-05,,False,20100728,CAT EN-SHS SHS160x160x14.2 20100728
SHS180x180x12.5,64.4,0.18,0.18,0.0125,,,0.00821,3.79e-05,3.79e-05,0.068,0.068,0.000421,0.000421,0.000511,0.000511,6.07e-05,,False,20100728,CAT EN-SHS SHS180x180x12.5 20100728
SHS300x300x7.1,64.9,0.3,0.3,0.0071,,,0.00826,0.00011775,0.00011775,0.119,0.119,0.000785,0.000785,0.000906,0.000906,0.00018061,,,20110705,CAT EN-SHS SHS300x300x7.1 20110705
SHS220x220x10.0,65.1,0.22,0.22,0.01,,,0.00829,6.05e-05,6.05e-05,0.0854,0.0854,0.00055,0.00055,0.00065,0.00065,9.473e-05,,False,20100728,CAT EN-SHS SHS220x220x10.0 20100728
SHS150x150x16,65.2,0.15,0.15,0.016,,,0.0083,2.43e-05,2.43e-05,0.0541,0.0541,0.000324,0.000324,0.000411,0.000411,4.026e-05,,,20110705,CAT EN-SHS SHS150x150x16 20110705
SHS250x250x8.8,66.0,0.25,0.25,0.0088,,,0.00841,8.107e-05,8.107e-05,0.0982,0.0982,0.000649,0.000649,0.000758,0.000758,0.00012572,,,20110705,CAT EN-SHS SHS250x250x8.8 20110705
SHS260x260x8.8,68.8,0.26,0.26,0.0088,,,0.00876,9.164e-05,9.164e-05,0.102,0.102,0.000705,0.000705,0.000822,0.000822,0.00014192,,,20110705,CAT EN-SHS SHS260x260x8.8 20110705
SHS160x160x16,70.2,0.16,0.16,0.016,,,0.00894,3.028e-05,3.028e-05,0.0582,0.0582,0.000379,0.000379,0.000476,0.000476,4.988e-05,,,20110705,CAT EN-SHS SHS160x160x16 20110705
SHS180x180x14.2,72.2,0.18,0.18,0.0142,,,0.0092,4.154e-05,4.154e-05,0.0672,0.0672,0.000462,0.000462,0.000566,0.000566,6.711e-05,,False,20100728,CAT EN-SHS SHS180x180x14.2 20100728
SHS200x200x12.5,72.3,0.2,0.2,0.0125,,,0.00921,5.336e-05,5.336e-05,0.0761,0.0761,0.000534,0.000534,0.000643,0.000643,8.491e-05,,False,20100728,CAT EN-SHS SHS200x200x12.5 20100728
SHS300x300x8,72.8,0.3,0.3,0.008,,,0.00928,0.00013128,0.00013128,0.119,0.119,0.000875,0.000875,0.001013,0.001013,0.00020194,,,20110705,CAT EN-SHS SHS300x300x8 20110705
SHS250x250x10,74.5,0.25,0.25,0.01,,,0.00949,9.055e-05,9.055e-05,0.0977,0.0977,0.000724,0.000724,0.000851,0.000851,0.00014106,,,20110705,CAT EN-SHS SHS250x250x10 20110705
SHS260x260x10,77.7,0.26,0.26,0.01,,,0.00989,0.00010242,0.00010242,0.102,0.102,0.000788,0.000788,0.000924,0.000924,0.00015932,,,20110705,CAT EN-SHS SHS260x260x10 20110705
SHS300x300x8.8,79.8,0.3,0.3,0.0088,,,0.0102,0.00014305,0.00014305,0.119,0.119,0.000954,0.000954,0.001107,0.001107,0.0002206,,,20110705,CAT EN-SHS SHS300x300x8.8 20110705
SHS220x220x12.5,80.1,0.22,0.22,0.0125,,,0.0102,7.254e-05,7.254e-05,0.0843,0.0843,0.000659,0.000659,0.000789,0.000789,0.0001148,,False,20100728,CAT EN-SHS SHS220x220x12.5 20100728
SHS180x180x16,80.2,0.18,0.18,0.016,,,0.0102,4.504e-05,4.504e-05,0.0664,0.0664,0.0005,0.0005,0.000621,0.000621,7.343e-05,,,20110705,CAT EN-SHS SHS180x180x16 20110705
SHS200x200x14.2,81.1,0.2,0.2,0.0142,,,0.0103,5.872e-05,5.872e-05,0.0754,0.0754,0.000587,0.000587,0.000714,0.000714,9.417e-05,,False,20100728,CAT EN-SHS SHS200x200x14.2 20100728
SHS350x350x8,85.4,0.35,0.35,0.008,,,0.0109,0.00021129,0.00021129,0.139,0.139,0.001207,0.001207,0.001392,0.001392,0.00032384,,,20110705,CAT EN-SHS SHS350x350x8 20110705
SHS220x220x14.2,90.1,0.22,0.22,0.0142,,,0.0115,8.007e-05,8.007e-05,0.0835,0.0835,0.000728,0.000728,0.000879,0.000879,0.0001277,,False,20100728,CAT EN-SHS SHS220x220x14.2 20100728
SHS300x300x10,90.2,0.3,0.3,0.01,,,0.0115,0.00016026,0.00016026,0.118,0.118,0.001068,0.001068,0.001246,0.001246,0.00024807,,,20110705,CAT EN-SHS SHS300x300x10 20110705
SHS200x200x16,90.3,0.2,0.2,0.016,,,0.0115,6.394e-05,6.394e-05,0.0746,0.0746,0.000639,0.000639,0.000785,0.000785,0.0001034,,,20110705,CAT EN-SHS SHS200x200x16 20110705
SHS250x250x12.5,91.9,0.25,0.25,0.0125,,,0.0117,0.0001092,0.0001092,0.0966,0.0966,0.000873,0.000873,0.001037,0.001037,0.0001716,,False,20100728,CAT EN-SHS SHS250x250x12.5 20100728
SHS350x350x8.8,93.6,0.35,0.35,0.0088,,,0.0119,0.00023055,0.00023055,0.139,0.139,0.001317,0.001317,0.001522,0.001522,0.00035413,,,20110705,CAT EN-SHS SHS350x350x8.8 20110705
SHS260x260x12.5,95.8,0.26,0.26,0.0125,,,0.0122,0.0001237,0.0001237,0.101,0.101,0.000951,0.000951,0.001127,0.001127,0.0001941,,False,20100728,CAT EN-SHS SHS260x260x12.5 20100728
SHS400x400x8,97.9,0.4,0.4,0.008,,,0.0125,0.00031857,0.00031857,0.16,0.16,0.001593,0.001593,0.00183,0.00183,0.00048695,,,20110705,CAT EN-SHS SHS400x400x8 20110705
SHS220x220x16.0,100.0,0.22,0.22,0.016,,,0.0128,8.749e-05,8.749e-05,0.0827,0.0827,0.000795,0.000795,0.000969,0.000969,0.0001405,,False,20100728,CAT EN-SHS SHS220x220x16.0 20100728
SHS250x250x14.2,103.0,0.25,0.25,0.0142,,,0.0132,0.0001209,0.0001209,0.0958,0.0958,0.000967,0.000967,0.001158,0.001158,0.0001914,,False,20100728,CAT EN-SHS SHS250x250x14.2 20100728
SHS350x350x10,106.0,0.35,0.35,0.01,,,0.0135,0.00025884,0.00025884,0.139,0.139,0.001479,0.001479,0.001715,0.001715,0.00039886,,,20110705,CAT EN-SHS SHS350x350x10 20110705
SHS400x400x8.8,107.0,0.4,0.4,0.0088,,,0.0137,0.00034798,0.00034798,0.159,0.159,0.00174,0.00174,0.002004,0.002004,0.0005329,,,20110705,CAT EN-SHS SHS400x400x8.8 20110705
SHS260x260x14.2,108.0,0.26,0.26,0.0142,,,0.0137,0.0001371,0.0001371,0.1,0.1,0.001055,0.001055,0.001259,0.001259,0.0002166,,False,20100728,CAT EN-SHS SHS260x260x14.2 20100728
SHS300x300x12.5,112.0,0.3,0.3,0.0125,,,0.0142,0.0001944,0.0001944,0.117,0.117,0.001296,0.001296,0.001525,0.001525,0.0003033,,False,20100728,CAT EN-SHS SHS300x300x12.5 20100728
SHS250x250x16,115.0,0.25,0.25,0.016,,,0.0147,0.00013267,0.00013267,0.095,0.095,0.001061,0.001061,0.00128,0.00128,0.00021138,,,20110705,CAT EN-SHS SHS250x250x16 20110705
SHS260x260x16,120.0,0.26,0.26,0.016,,,0.0153,0.00015061,0.00015061,0.0991,0.0991,0.001159,0.001159,0.001394,0.001394,0.00023942,,,20110705,CAT EN-SHS SHS260x260x16 20110705
SHS400x400x10,122.0,0.4,0.4,0.01,,,0.0155,0.00039128,0.00039128,0.159,0.159,0.001956,0.001956,0.00226,0.00226,0.00060092,,,20110705,CAT EN-SHS SHS400x400x10 20110705
SHS300x300x14.2,126.0,0.3,0.3,0.0142,,,0.016,0.0002164,0.0002164,0.116,0.116,0.001442,0.001442,0.001708,0.001708,0.0003394,,False,20100728,CAT EN-SHS SHS300x300x14.2 20100728
SHS350x350x12.5,131.0,0.35,0.35,0.0125,,,0.0167,0.0003154,0.0003154,0.137,0.137,0.001802,0.001802,0.002107,0.002107,0.0004893,,False,20100728,CAT EN-SHS SHS350x350x12.5 20100728
SHS300x300x16,141.0,0.3,0.3,0.016,,,0.0179,0.0002385,0.0002385,0.115,0.115,0.00159,0.00159,0.001895,0.001895,0.00037622,,,20110705,CAT EN-SHS SHS300x300x16 20110705
SHS350x350x14.2,148.0,0.35,0.35,0.0142,,,0.0189,0.0003521,0.0003521,0.137,0.137,0.002012,0.002012,0.002364,0.002364,0.0005488,,False,20100728,CAT EN-SHS SHS350x350x14.2 20100728
SHS400x400x12.5,151.0,0.4,0.4,0.0125,,,0.0192,0.0004784,0.0004784,0.158,0.158,0.002392,0.002392,0.002782,0.002782,0.0007391,,False,20100728,CAT EN-SHS SHS400x400x12.5 20100728
SHS450x450x12,162.0,0.45,0.45,0.012,,,0.0207,0.00065433,0.00065433,0.178,0.178,0.002908,0.002908,0.003371,0.003371,0.00102445,,,20110705,CAT EN-SHS SHS450x450x12 20110705
SHS350x350x16,166.0,0.35,0.35,0.016,,,0.0211,0.00038942,0.00038942,0.136,0.136,0.002225,0.002225,0.00263,0.00263,0.0006099,,,20110705,CAT EN-SHS SHS350x350x16 20110705
SHS400x400x14.2,170.0,0.4,0.4,0.0142,,,0.0217,0.0005353,0.0005353,0.157,0.157,0.002676,0.002676,0.003127,0.003127,0.0008303,,False,20100728,CAT EN-SHS SHS400x400x14.2 20100728
SHS500x500x12,181.0,0.5,0.5,0.012,,,0.0231,0.00090752,0.00090752,0.198,0.198,0.00363,0.00363,0.004196,0.004196,0.0014148,,,20110705,CAT EN-SHS SHS500x500x12 20110705
SHS350x350x19,190.0,0.35,0.35,0.019,,,0.0242,0.00043358,0.00043358,0.134,0.134,0.002478,0.002478,0.002967,0.002967,0.00070931,,,20110705,CAT EN-SHS SHS350x350x19 20110705
SHS400x400x16,191.0,0.4,0.4,0.016,,,0.0243,0.00059344,0.00059344,0.156,0.156,0.002967,0.002967,0.003484,0.003484,0.00092442,,,20110705,CAT EN-SHS SHS400x400x16 20110705
SHS450x450x16,213.0,0.45,0.45,0.016,,,0.0271,0.00084067,0.00084067,0.176,0.176,0.003736,0.003736,0.004376,0.004376,0.00133503,,,20110705,CAT EN-SHS SHS450x450x16 20110705
SHS350x350x22,217.0,0.35,0.35,0.022,,,0.0276,0.00043855,0.00043855,0.132,0.132,0.002763,0.002763,0.003343,0.003343,0.00080178,,,20110705,CAT EN-SHS SHS350x350x22 20110705
SHS400x400x20,235.0,0.4,0.4,0.02,,,0.03,0.00071535,0.00071535,0.154,0.154,0.003577,0.003577,0.004247,0.004247,0.00112489,,,20110705,CAT EN-SHS SHS400x400x20 20110705
SHS500x500x16,238.0,0.5,0.5,0.016,,,0.0303,0.0011705,0.0011705,0.196,0.196,0.004682,0.004682,0.005461,0.005461,0.0018483,,,20110705,CAT EN-SHS SHS500x500x16 20110705
SHS350x350x25,242.0,0.35,0.35,0.025,,,0.0309,0.00052893,0.00052893,0.131,0.131,0.003022,0.003022,0.003695,0.003695,0.00088883,,,20110705,CAT EN-SHS SHS350x350x25 20110705
SHS450x450x19,250.0,0.45,0.45,0.019,,,0.0318,0.00097055,0.00097055,0.175,0.175,0.004314,0.004314,0.005092,0.005092,0.00155773,,,20110705,CAT EN-SHS SHS450x450x19 20110705
SHS400x400x22,251.0,0.4,0.4,0.022,,,0.032,0.00074707,0.00074707,0.153,0.153,0.003735,0.003735,0.004476,0.004476,0.00122354,,,20110705,CAT EN-SHS SHS400x400x22 20110705
SHS550x550x16,263.0,0.55,0.55,0.016,,,0.0335,0.00157695,0.00157695,0.217,0.217,0.005734,0.005734,0.006666,0.006666,0.00247855,,,20110705,CAT EN-SHS SHS550x550x16 20110705
SHS500x500x19,280.0,0.5,0.5,0.019,,,0.0356,0.00135538,0.00135538,0.195,0.195,0.005422,0.005422,0.006368,0.006368,0.00216081,,,20110705,CAT EN-SHS SHS500x500x19 20110705
SHS400x400x25,282.0,0.4,0.4,0.025,,,0.0359,0.00082151,0.00082151,0.151,0.151,0.004108,0.004108,0.004967,0.004967,0.00136141,,,20110705,CAT EN-SHS SHS400x400x25 20110705
SHS450x450x22,286.0,0.45,0.45,0.022,,,0.0364,0.0010922,0.0010922,0.173,0.173,0.004854,0.004854,0.005775,0.005775,0.00177161,,,20110705,CAT EN-SHS SHS450x450x22 20110705
SHS600x600x16,288.0,0.6,0.6,0.016,,,0.0367,0.00206801,0.00206801,0.237,0.237,0.006893,0.006893,0.007992,0.007992,0.00323778,,,20110705,CAT EN-SHS SHS600x600x16 20110705
SHS550x550x19,309.0,0.55,0.55,0.019,,,0.0394,0.00183044,0.00183044,0.215,0.215,0.006656,0.006656,0.007787,0.007787,0.00290214,,,20110705,CAT EN-SHS SHS550x550x19 20110705
SHS400x400x28,311.0,0.4,0.4,0.028,,,0.0396,0.00088996,0.00088996,0.15,0.15,0.00445,0.00445,0.00543,0.00543,0.0014922,,,20110705,CAT EN-SHS SHS400x400x28 20110705
SHS650x650x16,313.0,0.65,0.65,0.016,,,0.0399,0.00265169,0.00265169,0.258,0.258,0.008159,0.008159,0.009437,0.009437,0.004138,,,20110705,CAT EN-SHS SHS650x650x16 20110705
SHS500x500x22,320.0,0.5,0.5,0.022,,,0.0408,0.00152993,0.00152993,0.194,0.194,0.00612,0.00612,0.007239,0.007239,0.00246247,,,20110705,CAT EN-SHS SHS500x500x22 20110705
SHS450x450x25,321.0,0.45,0.45,0.025,,,0.0409,0.00120583,0.00120583,0.172,0.172,0.005359,0.005359,0.006427,0.006427,0.00197663,,,20110705,CAT EN-SHS SHS450x450x25 20110705
SHS700x700x16,338.0,0.7,0.7,0.016,,,0.0431,0.00333598,0.00333598,0.278,0.278,0.009531,0.009531,0.011002,0.011002,0.0051912,,,20110705,CAT EN-SHS SHS700x700x16 20110705
SHS600x600x19,339.0,0.6,0.6,0.019,,,0.0432,0.00240522,0.00240522,0.236,0.236,0.008017,0.008017,0.009348,0.009348,0.00379597,,,20110705,CAT EN-SHS SHS600x600x19 20110705
SHS400x400x32,349.0,0.4,0.4,0.032,,,0.0445,0.00097222,0.00097222,0.148,0.148,0.004861,0.004861,0.006005,0.006005,0.00165552,,,20110705,CAT EN-SHS SHS400x400x32 20110705
SHS450x450x28,355.0,0.45,0.45,0.028,,,0.0452,0.00131166,0.00131166,0.17,0.17,0.00583,0.00583,0.007047,0.007047,0.00217274,,,20110705,CAT EN-SHS SHS450x450x28 20110705
SHS550x550x22,355.0,0.55,0.55,0.022,,,0.0452,0.00207126,0.00207126,0.214,0.214,0.007532,0.007532,0.008868,0.008868,0.00331264,,,20110705,CAT EN-SHS SHS550x550x22 20110705
SHS500x500x25,360.0,0.5,0.5,0.025,,,0.0459,0.00169439,0.00169439,0.192,0.192,0.006778,0.006778,0.008074,0.008074,0.00275323,,,20110705,CAT EN-SHS SHS500x500x25 20110705
SHS750x750x16,364.0,0.75,0.75,0.016,,,0.0463,0.00412889,0.00412889,0.299,0.299,0.01101,0.01101,0.012687,0.012687,0.00640939,,,20110705,CAT EN-SHS SHS750x750x16 20110705
SHS650x650x19,369.0,0.65,0.65,0.019,,,0.047,0.00308923,0.00308923,0.256,0.256,0.009505,0.009505,0.011052,0.011052,0.00485654,,,20110705,CAT EN-SHS SHS650x650x19 20110705
SHS400x400x36,385.0,0.4,0.4,0.036,,,0.0491,0.00104458,0.00104458,0.146,0.146,0.005223,0.005223,0.006533,0.006533,0.0018061,,,20110705,CAT EN-SHS SHS400x400x36 20110705
SHS600x600x22,389.0,0.6,0.6,0.022,,,0.0496,0.00272719,0.00272719,0.234,0.234,0.009091,0.009091,0.010661,0.010661,0.0043386,,,20110705,CAT EN-SHS SHS600x600x22 20110705
SHS450x450x32,399.0,0.45,0.45,0.032,,,0.0509,0.00144099,0.00144099,0.168,0.168,0.006404,0.006404,0.007826,0.007826,0.00242029,,,20110705,CAT EN-SHS SHS450x450x32 20110705
SHS500x500x28,399.0,0.5,0.5,0.028,,,0.0508,0.001849,0.001849,0.191,0.191,0.007396,0.007396,0.008874,0.008874,0.00303304,,,20110705,CAT EN-SHS SHS500x500x28 20110705
SHS550x550x25,399.0,0.55,0.55,0.025,,,0.0509,0.00229968,0.00229968,0.213,0.213,0.008362,0.008362,0.009909,0.009909,0.00370998,,,20110705,CAT EN-SHS SHS550x550x25 20110705
SHS700x700x19,399.0,0.7,0.7,0.019,,,0.0508,0.00389198,0.00389198,0.277,0.277,0.01112,0.01112,0.012899,0.012899,0.00609812,,,20110705,CAT EN-SHS SHS700x700x19 20110705
SHS400x400x40,420.0,0.4,0.4,0.04,,,0.0535,0.00110747,0.00110747,0.144,0.144,0.005537,0.005537,0.007015,0.007015,0.00194383,,,20110705,CAT EN-SHS SHS400x400x40 20110705
SHS650x650x22,424.0,0.65,0.65,0.022,,,0.054,0.00350873,0.00350873,0.255,0.255,0.010796,0.010796,0.01262,0.01262,0.00555686,,,20110705,CAT EN-SHS SHS650x650x22 20110705
SHS750x750x19,429.0,0.75,0.75,0.019,,,0.0546,0.00482294,0.00482294,0.297,0.297,0.012861,0.012861,0.014887,0.014887,0.00753494,,,20110705,CAT EN-SHS SHS750x750x19 20110705
SHS600x600x25,439.0,0.6,0.6,0.025,,,0.0559,0.00303422,0.00303422,0.233,0.233,0.010114,0.010114,0.011931,0.011931,0.00486561,,,20110705,CAT EN-SHS SHS600x600x25 20110705
SHS450x450x36,442.0,0.45,0.45,0.036,,,0.0563,0.00155731,0.00155731,0.166,0.166,0.006921,0.006921,0.00855,0.00855,0.00265183,,,20110705,CAT EN-SHS SHS450x450x36 20110705
SHS550x550x28,443.0,0.55,0.55,0.028,,,0.0564,0.00251597,0.00251597,0.211,0.211,0.009149,0.009149,0.010911,0.010911,0.00409411,,,20110705,CAT EN-SHS SHS550x550x28 20110705
SHS500x500x32,450.0,0.5,0.5,0.032,,,0.0573,0.00204023,0.00204023,0.189,0.189,0.008161,0.008161,0.009886,0.009886,0.00338901,,,20110705,CAT EN-SHS SHS500x500x32 20110705
SHS700x700x22,459.0,0.7,0.7,0.022,,,0.0584,0.00442687,0.00442687,0.275,0.275,0.012648,0.012648,0.014744,0.014744,0.00698391,,,20110705,CAT EN-SHS SHS700x700x22 20110705
SHS650x650x25,478.0,0.65,0.65,0.025,,,0.0609,0.00391049,0.00391049,0.253,0.253,0.012032,0.012032,0.014141,0.014141,0.00623887,,,20110705,CAT EN-SHS SHS650x650x25 20110705
SHS450x450x40,483.0,0.45,0.45,0.04,,,0.0615,0.0016611,0.0016611,0.164,0.164,0.007383,0.007383,0.009222,0.009222,0.00286723,,,20110705,CAT EN-SHS SHS450x450x40 20110705
SHS600x600x28,487.0,0.6,0.6,0.028,,,0.062,0.00332658,0.00332658,0.232,0.232,0.011089,0.011089,0.013158,0.013158,0.00537694,,,20110705,CAT EN-SHS SHS600x600x28 20110705
SHS750x750x22,493.0,0.75,0.75,0.022,,,0.0628,0.00549261,0.00549261,0.296,0.296,0.014647,0.014647,0.017033,0.017033,0.00863627,,,20110705,CAT EN-SHS SHS750x750x22 20110705
SHS500x500x36,498.0,0.5,0.5,0.036,,,0.0635,0.00221491,0.00221491,0.187,0.187,0.00886,0.00886,0.010838,0.010838,0.0037253,,,20110705,CAT EN-SHS SHS500x500x36 20110705
SHS550x550x32,500.0,0.55,0.55,0.032,,,0.0637,0.00278592,0.00278592,0.209,0.209,0.010131,0.010131,0.012187,0.012187,0.00458566,,,20110705,CAT EN-SHS SHS550x550x32 20110705
SHS700x700x25,517.0,0.7,0.7,0.025,,,0.0659,0.004941,0.004941,0.274,0.274,0.014117,0.014117,0.016538,0.016538,0.00784853,,,20110705,CAT EN-SHS SHS700x700x25 20110705
SHS450x450x45,531.0,0.45,0.45,0.045,,,0.0677,0.00177395,0.00177395,0.162,0.162,0.007884,0.007884,0.009988,0.009988,0.00311365,,,20110705,CAT EN-SHS SHS450x450x45 20110705
SHS650x650x28,531.0,0.65,0.65,0.028,,,0.0676,0.00429482,0.00429482,0.252,0.252,0.013215,0.013215,0.015615,0.015615,0.00690254,,,20110705,CAT EN-SHS SHS650x650x28 20110705
SHS500x500x40,545.0,0.5,0.5,0.04,,,0.0695,0.00237359,0.00237359,0.185,0.185,0.009494,0.009494,0.011729,0.011729,0.0040418,,,20110705,CAT EN-SHS SHS500x500x40 20110705
SHS600x600x32,550.0,0.6,0.6,0.032,,,0.0701,0.00369408,0.00369408,0.23,0.23,0.012314,0.012314,0.014727,0.014727,0.00603425,,,20110705,CAT EN-SHS SHS600x600x32 20110705
SHS550x550x36,555.0,0.55,0.55,0.036,,,0.0707,0.00303537,0.00303537,0.207,0.207,0.011038,0.011038,0.013395,0.013395,0.00505351,,,20110705,CAT EN-SHS SHS550x550x36 20110705
SHS750x750x25,556.0,0.75,0.75,0.025,,,0.0709,0.00613824,0.00613824,0.294,0.294,0.016369,0.016369,0.019123,0.019123,0.00971332,,,20110705,CAT EN-SHS SHS750x750x25 20110705
SHS700x700x28,575.0,0.7,0.7,0.028,,,0.0732,0.0054347,0.0054347,0.272,0.272,0.015528,0.015528,0.018281,0.018281,0.00869191,,,20110705,CAT EN-SHS SHS700x700x28 20110705
SHS650x650x32,600.0,0.65,0.65,0.032,,,0.0765,0.00478071,0.00478071,0.25,0.25,0.01471,0.01471,0.017508,0.017508,0.00775879,,,20110705,CAT EN-SHS SHS650x650x32 20110705
SHS500x500x45,602.0,0.5,0.5,0.045,,,0.0767,0.00255025,0.00255025,0.182,0.182,0.010201,0.010201,0.01276,0.01276,0.00440942,,,20110705,CAT EN-SHS SHS500x500x45 20110705
SHS550x550x40,608.0,0.55,0.55,0.04,,,0.0775,0.00326492,0.00326492,0.205,0.205,0.011872,0.011872,0.014536,0.014536,0.00549754,,,20110705,CAT EN-SHS SHS550x550x40 20110705
SHS600x600x36,611.0,0.6,0.6,0.036,,,0.0779,0.00403671,0.00403671,0.228,0.228,0.013456,0.013456,0.016222,0.016222,0.00666346,,,20110705,CAT EN-SHS SHS600x600x36 20110705
SHS750x750x28,619.0,0.75,0.75,0.028,,,0.0788,0.00676022,0.00676022,0.293,0.293,0.018027,0.018027,0.021158,0.021158,0.01076603,,,20110705,CAT EN-SHS SHS750x750x28 20110705
SHS700x700x32,651.0,0.7,0.7,0.032,,,0.0829,0.0060618,0.0060618,0.27,0.27,0.017319,0.017319,0.020528,0.020528,0.00978326,,,20110705,CAT EN-SHS SHS700x700x32 20110705
SHS500x500x50,656.0,0.5,0.5,0.05,,,0.0836,0.00270377,0.00270377,0.18,0.18,0.010815,0.010815,0.013701,0.013701,0.00474569,,,20110705,CAT EN-SHS SHS500x500x50 20110705
SHS650x650x36,668.0,0.65,0.65,0.036,,,0.0851,0.00523691,0.00523691,0.248,0.248,0.016114,0.016114,0.019319,0.019319,0.00858215,,,20110705,CAT EN-SHS SHS650x650x36 20110705
SHS600x600x40,671.0,0.6,0.6,0.04,,,0.0855,0.00435511,0.00435511,0.226,0.226,0.014517,0.014517,0.017643,0.017643,0.00726443,,,20110705,CAT EN-SHS SHS600x600x40 20110705
SHS550x550x45,673.0,0.55,0.55,0.045,,,0.0857,0.00352478,0.00352478,0.203,0.203,0.012817,0.012817,0.01587,0.01587,0.00601886,,,20110705,CAT EN-SHS SHS550x550x45 20110705
SHS750x750x32,701.0,0.75,0.75,0.032,,,0.0893,0.00755335,0.00755335,0.291,0.291,0.020142,0.020142,0.023789,0.023789,0.01213166,,,20110705,CAT EN-SHS SHS750x750x32 20110705
SHS700x700x36,724.0,0.7,0.7,0.036,,,0.0923,0.00665398,0.00665398,0.269,0.269,0.019011,0.019011,0.022686,0.022686,0.01083657,,,20110705,CAT EN-SHS SHS700x700x36 20110705
SHS550x550x50,734.0,0.55,0.55,0.05,,,0.0936,0.00375563,0.00375563,0.2,0.2,0.013657,0.013657,0.017103,0.017103,0.00650249,,,20110705,CAT EN-SHS SHS550x550x50 20110705
SHS650x650x40,734.0,0.65,0.65,0.04,,,0.0935,0.00566414,0.00566414,0.246,0.246,0.017428,0.017428,0.02105,0.02105,0.00937249,,,20110705,CAT EN-SHS SHS650x650x40 20110705
SHS600x600x45,743.0,0.6,0.6,0.045,,,0.0947,0.00472005,0.00472005,0.223,0.223,0.015734,0.015734,0.019317,0.019317,0.00797572,,,20110705,CAT EN-SHS SHS600x600x45 20110705
SHS750x750x36,781.0,0.75,0.75,0.036,,,0.0995,0.00830591,0.00830591,0.289,0.289,0.022149,0.022149,0.026323,0.026323,0.01345373,,,20110705,CAT EN-SHS SHS750x750x36 20110705
SHS550x550x55,794.0,0.55,0.55,0.055,,,0.1011,0.0039586,0.0039586,0.198,0.198,0.014395,0.014395,0.018236,0.018236,0.00694816,,,20110705,CAT EN-SHS SHS550x550x55 20110705
SHS700x700x40,797.0,0.7,0.7,0.04,,,0.1015,0.00721203,0.00721203,0.267,0.267,0.020606,0.020606,0.024757,0.024757,0.0118517,,,20110705,CAT EN-SHS SHS700x700x40 20110705
SHS600x600x50,813.0,0.6,0.6,0.05,,,0.1036,0.00504944,0.00504944,0.221,0.221,0.016831,0.016831,0.020879,0.020879,0.00864237,,,20110705,CAT EN-SHS SHS600x600x50 20110705
SHS650x650x45,814.0,0.65,0.65,0.045,,,0.1037,0.00615855,0.00615855,0.244,0.244,0.018949,0.018949,0.023102,0.023102,0.01031373,,,20110705,CAT EN-SHS SHS650x650x45 20110705
SHS750x750x40,859.0,0.75,0.75,0.04,,,0.1095,0.00901876,0.00901876,0.287,0.287,0.02405,0.02405,0.028764,0.028764,0.01473207,,,20110705,CAT EN-SHS SHS750x750x40 20110705
SHS600x600x55,880.0,0.6,0.6,0.055,,,0.1121,0.00534453,0.00534453,0.218,0.218,0.017815,0.017815,0.022331,0.022331,0.00926411,,,20110705,CAT EN-SHS SHS600x600x55 20110705
SHS700x700x45,885.0,0.7,0.7,0.045,,,0.1127,0.00786278,0.00786278,0.264,0.264,0.022465,0.022465,0.027224,0.027224,0.01306665,,,20110705,CAT EN-SHS SHS700x700x45 20110705
SHS650x650x50,891.0,0.65,0.65,0.05,,,0.1136,0.0066102,0.0066102,0.241,0.241,0.020339,0.020339,0.025031,0.025031,0.01120282,,,20110705,CAT EN-SHS SHS650x650x50 20110705
SHS600x600x60,945.0,0.6,0.6,0.06,,,0.1203,0.00560655,0.00560655,0.216,0.216,0.018688,0.018688,0.023675,0.023675,0.00984066,,,20110705,CAT EN-SHS SHS600x600x60 20110705
SHS750x750x45,955.0,0.75,0.75,0.045,,,0.1217,0.00985524,0.00985524,0.285,0.285,0.026281,0.026281,0.031683,0.031683,0.01626822,,,20110705,CAT EN-SHS SHS750x750x45 20110705
SHS650x650x55,966.0,0.65,0.65,0.055,,,0.1231,0.00702048,0.00702048,0.239,0.239,0.021601,0.021601,0.026839,0.026839,0.01203946,,,20110705,CAT EN-SHS SHS650x650x55 20110705
SHS700x700x50,970.0,0.7,0.7,0.05,,,0.1236,0.00846292,0.00846292,0.262,0.262,0.02418,0.02418,0.029557,0.029557,0.01422135,,,20110705,CAT EN-SHS SHS700x700x50 20110705
SHS650x650x60,1039.0,0.65,0.65,0.06,,,0.1323,0.00739072,0.00739072,0.236,0.236,0.022741,0.022741,0.028528,0.028528,0.01282334,,,20110705,CAT EN-SHS SHS650x650x60 20110705
