nom,masse_kg_m,h_m,b_m,tw_m,tf_m,aire_m2,Iyy_m4,Wel_y_m3,Wpl_y_m3,iy_m,Izz_m4,Wel_z_m3,Wpl_z_m3,iz_m,J_m4,r_m,profil_gsa
HE320A,97.6,0.31,0.3,0.009000000000000001,0.0155,0.01244,0.0002293,0.001479,0.001628,0.1358,6.985e-05,0.00046570000000000004,0.0007097000000000001,0.0749,1.12e-06,0.027,CAT HE-AM HE320A 20170912
HE320B,127,0.32,0.3,0.0115,0.0205,0.01613,0.0003082,0.0019260000000000002,0.0021490000000000003,0.1382,9.239e-05,0.0006159000000000001,0.0009391000000000001,0.0757,2.3e-06,0.027,CAT HE-AM HE320B 20170912
HE320C,186,0.34,0.305,0.016,0.0305,0.02369,0.00048709999999999997,0.0028650000000000004,0.003274,0.1434,0.00014446,0.000947,0.001445,0.07810000000000002,6.880000000000001e-06,0.027,CAT HE-AM HE320C 20170912
HE320M,245,0.359,0.309,0.021,0.04,0.0312,0.0006813,0.0037960000000000003,0.004435000000000001,0.14780000000000001,0.0001971,0.001276,0.001951,0.0795,1.51e-05,0.027,CAT HE-AM HE320M 20170912
HE340AA,78.9,0.32,0.3,0.0085,0.0115,0.01005,0.0001955,0.001222,0.0013410000000000002,0.1395,5.185e-05,0.0003456,0.0005293,0.0718,6e-07,0.027,CAT HE-AM HE340AA 20170912
HE340A,105,0.33,0.3,0.0095,0.0165,0.013349999999999999,0.0002769,0.001678,0.00185,0.14400000000000002,7.436e-05,0.0004957,0.0007559,0.0746,1.31e-06,0.027,CAT HE-AM HE340A 20170912
HE340B,134,0.34,0.3,0.012,0.021500000000000002,0.017089999999999998,0.00036659999999999997,0.002156,0.002408,0.1465,9.69e-05,0.0006460000000000001,0.0009857000000000002,0.07530000000000002,2.63e-06,0.027,CAT HE-AM HE340B 20170912
HE340M,248,0.377,0.309,0.021,0.04,0.03158,0.0007637,0.004052,0.004718,0.1555,0.0001971,0.001276,0.001953,0.079,1.51e-05,0.027,CAT HE-AM HE340M 20170912
HE360AA,83.7,0.339,0.3,0.009000000000000001,0.012,0.01066,0.0002304,0.0013590000000000002,0.001495,0.147,5.41e-05,0.00036070000000000004,0.000553,0.0712,6.71e-07,0.027,CAT HE-AM HE360AA 20170912
HE360A,112,0.35000000000000003,0.3,0.01,0.0175,0.01428,0.0003309,0.001891,0.002088,0.1522,7.887e-05,0.0005258,0.0008023,0.07430000000000002,1.53e-06,0.027,CAT HE-AM HE360A 20170912
HE360B,142,0.36,0.3,0.0125,0.0225,0.01806,0.0004319,0.0024000000000000002,0.002683,0.1546,0.0001014,0.0006761,0.0010320000000000001,0.0749,2.98e-06,0.027,CAT HE-AM HE360B 20170912
HE360M,250,0.395,0.308,0.021,0.04,0.03188,0.0008487,0.0042970000000000005,0.004989,0.16319999999999998,0.0001952,0.001268,0.0019420000000000001,0.0783,1.51e-05,0.027,CAT HE-AM HE360M 20170912
HE400AA,92.4,0.378,0.3,0.0095,0.013000000000000001,0.01177,0.0003125,0.001654,0.001824,0.163,5.8609999999999996e-05,0.0003908,0.0005997,0.0706,8.130000000000001e-07,0.027,CAT HE-AM HE400AA 20170912
HE400A,125,0.39,0.3,0.011,0.019,0.0159,0.0004507,0.002311,0.002562,0.16840000000000002,8.564e-05,0.0005709,0.0008729,0.0734,1.93e-06,0.027,CAT HE-AM HE400A 20170912
HE400B,155,0.4,0.3,0.0135,0.024,0.01978,0.0005768,0.0028840000000000003,0.003232,0.1708,0.0001082,0.0007213,0.0011040000000000002,0.074,3.6099999999999997e-06,0.027,CAT HE-AM HE400B 20170912
HE400M,256,0.432,0.307,0.021,0.04,0.03258,0.001041,0.0048200000000000005,0.005571,0.17880000000000001,0.00019339999999999998,0.00126,0.0019340000000000002,0.077,1.52e-05,0.027,CAT HE-AM HE400M 20170912
HE450AA,99.7,0.425,0.3,0.01,0.0135,0.012709999999999999,0.0004189,0.001971,0.002183,0.1816,6.088e-05,0.00040580000000000005,0.0006244,0.0692,9.14e-07,0.027,CAT HE-AM HE450AA 20170912
HE450A,140,0.44,0.3,0.0115,0.021,0.0178,0.0006372,0.002896,0.003216,0.18919999999999998,9.465e-05,0.000631,0.0009655000000000001,0.0729,2.4999999999999998e-06,0.027,CAT HE-AM HE450A 20170912
HE450B,171,0.45,0.3,0.014,0.026000000000000002,0.0218,0.0007989,0.0035510000000000003,0.003982,0.19140000000000001,0.0001172,0.0007814,0.001198,0.0733,4.48e-06,0.027,CAT HE-AM HE450B 20170912
HE450M,263,0.47800000000000004,0.307,0.021,0.04,0.03354,0.001315,0.005501000000000001,0.006331000000000001,0.198,0.00019339999999999998,0.00126,0.0019390000000000002,0.0759,1.53e-05,0.027,CAT HE-AM HE450M 20170912
HE500AA,107,0.47200000000000003,0.3,0.0105,0.014,0.013689999999999999,0.0005463999999999999,0.0023150000000000002,0.002576,0.1998,6.314e-05,0.00042090000000000004,0.0006493,0.0679,1.0299999999999999e-06,0.027,CAT HE-AM HE500AA 20170912
HE500A,155,0.49,0.3,0.012,0.023,0.01975,0.0008696999999999999,0.00355,0.003949,0.20980000000000001,0.0001037,0.0006911,0.001059,0.0724,3.18e-06,0.027,CAT HE-AM HE500A 20170912
HE500B,187,0.5,0.3,0.0145,0.028,0.02386,0.001072,0.004287,0.004815000000000001,0.2119,0.0001262,0.0008416000000000001,0.0012920000000000002,0.0727,5.48e-06,0.027,CAT HE-AM HE500B 20170912
HE500M,270,0.524,0.306,0.021,0.04,0.034429999999999995,0.001619,0.006180000000000001,0.0070940000000000005,0.2169,0.0001915,0.001252,0.0019320000000000001,0.0746,1.5399999999999998e-05,0.027,CAT HE-AM HE500M 20170912
HE550AA,120,0.522,0.3,0.0115,0.015,0.015279999999999998,0.0007287,0.002792,0.003128,0.2184,6.767e-05,0.0004511,0.0006986000000000001,0.0665,1.27e-06,0.027,CAT HE-AM HE550AA 20170912
HE550A,166,0.54,0.3,0.0125,0.024,0.021179999999999997,0.001119,0.004146,0.004622,0.22990000000000002,0.0001082,0.0007213,0.0011070000000000001,0.07150000000000001,3.6e-06,0.027,CAT HE-AM HE550A 20170912
HE550B,199,0.55,0.3,0.015,0.029,0.02541,0.001367,0.004971000000000001,0.0055910000000000005,0.232,0.0001308,0.0008718,0.0013410000000000002,0.0717,6.1e-06,0.027,CAT HE-AM HE550B 20170912
HE550M,278,0.5720000000000001,0.306,0.021,0.04,0.03544,0.00198,0.006923,0.007933,0.2364,0.0001916,0.001252,0.0019370000000000001,0.0735,1.56e-05,0.027,CAT HE-AM HE550M 20170912
HE600AA,129,0.5710000000000001,0.3,0.012,0.0155,0.01641,0.000919,0.0032180000000000004,0.0036230000000000004,0.2366,6.993e-05,0.0004662,0.0007245,0.0653,1.42e-06,0.027,CAT HE-AM HE600AA 20170912
HE600A,178,0.59,0.3,0.013000000000000001,0.025,0.02265,0.001412,0.0047870000000000005,0.005350000000000001,0.2497,0.0001127,0.0007514,0.0011560000000000001,0.07050000000000001,4.07e-06,0.027,CAT HE-AM HE600A 20170912
HE600B,212,0.6,0.3,0.0155,0.03,0.027,0.00171,0.005701,0.006425,0.2517,0.0001353,0.000902,0.001391,0.0708,6.7699999999999996e-06,0.027,CAT HE-AM HE600B 20170912
HE600M,285,0.62,0.305,0.021,0.04,0.03637,0.002374,0.00766,0.008772,0.2555,0.0001898,0.001244,0.00193,0.0722,1.57e-05,0.027,CAT HE-AM HE600M 20170912
HE600x337,337,0.632,0.31,0.025500000000000002,0.046,0.04292,0.002832,0.008961,0.01038,0.25689999999999996,0.0002294,0.0014800000000000002,0.00231,0.0731,2.44e-05,0.027,CAT HE-AM HE600x337 20170912
HE600x399,399,0.648,0.315,0.03,0.054,0.05085,0.003446,0.01064,0.01246,0.26030000000000003,0.0002828,0.001796,0.002814,0.0746,3.93e-05,0.027,CAT HE-AM HE600x399 20170912
HE650AA,138,0.62,0.3,0.0125,0.016,0.01758,0.001139,0.003676,0.0041600000000000005,0.2546,7.221e-05,0.00048140000000000005,0.0007507000000000001,0.0641,1.58e-06,0.027,CAT HE-AM HE650AA 20170912
HE650A,190,0.64,0.3,0.0135,0.026000000000000002,0.024159999999999997,0.0017519999999999999,0.005474000000000001,0.006136,0.26930000000000004,0.0001172,0.0007816,0.0012050000000000001,0.0697,4.576e-06,0.027,CAT HE-AM HE650A 20170912
HE650B,225,0.65,0.3,0.016,0.031,0.02863,0.002106,0.0064800000000000005,0.00732,0.2712,0.0001398,0.0009323000000000001,0.001441,0.0699,7.4899999999999994e-06,0.027,CAT HE-AM HE650B 20170912
HE650M,293,0.668,0.305,0.021,0.04,0.03737,0.002817,0.008433000000000001,0.009657,0.2745,0.0001898,0.001245,0.0019360000000000002,0.0713,1.58e-05,0.027,CAT HE-AM HE650M 20170912
HE650x343,343,0.68,0.309,0.025,0.046,0.04375,0.003337,0.009815,0.01135,0.2762,0.0002272,0.0014700000000000002,0.0023,0.0721,2.44e-05,0.027,CAT HE-AM HE650x343 20170912
HE650x407,407,0.6960000000000001,0.314,0.029500000000000002,0.054,0.051879999999999996,0.004054,0.01165,0.01362,0.2795,0.0002802,0.0017850000000000001,0.0028030000000000004,0.0735,3.93e-05,0.027,CAT HE-AM HE650x407 20170912
HE700AA,150,0.67,0.3,0.013000000000000001,0.017,0.01909,0.0014269999999999999,0.00426,0.0048400000000000006,0.2734,7.672999999999999e-05,0.0005115,0.0007997000000000001,0.0634,1.86e-06,0.027,CAT HE-AM HE700AA 20170912
HE700A,204,0.6900000000000001,0.3,0.0145,0.027,0.02605,0.002153,0.006241,0.007032,0.28750000000000003,0.00012179999999999999,0.0008119000000000001,0.001257,0.0684,5.22e-06,0.027,CAT HE-AM HE700A 20170912
HE700B,241,0.7000000000000001,0.3,0.017,0.032,0.030639999999999997,0.002569,0.00734,0.008327,0.2896,0.00014439999999999999,0.0009627,0.001495,0.06870000000000001,8.39e-06,0.027,CAT HE-AM HE700B 20170912
HE700M,301,0.716,0.304,0.021,0.04,0.0383,0.003293,0.009198000000000001,0.01054,0.2932,0.000188,0.00124,0.0019290000000000002,0.0701,1.59e-05,0.027,CAT HE-AM HE700M 20170912
HE700x352,352,0.728,0.308,0.025,0.046,0.04486,0.003897,0.01071,0.01239,0.2947,0.0002251,0.001461,0.0022930000000000003,0.0708,2.45e-05,0.027,CAT HE-AM HE700x352 20170912
HE700x418,418,0.744,0.313,0.029500000000000002,0.054,0.053189999999999994,0.004725,0.012700000000000001,0.01484,0.298,0.00027759999999999997,0.0017740000000000002,0.002797,0.0722,3.96e-05,0.027,CAT HE-AM HE700x418 20170912
HE800AA,172,0.77,0.3,0.014,0.018000000000000002,0.021849999999999998,0.002089,0.005426,0.0062250000000000005,0.3092,8.134e-05,0.0005422000000000001,0.0008566,0.061,2.43e-06,0.03,CAT HE-AM HE800AA 20170912
HE800A,224,0.79,0.3,0.015,0.028,0.028579999999999998,0.003034,0.0076820000000000005,0.008699,0.32580000000000003,0.0001264,0.0008426000000000001,0.001312,0.0665,6.089999999999999e-06,0.03,CAT HE-AM HE800A 20170912
HE800B,262,0.8,0.3,0.0175,0.033,0.03342,0.003591,0.008977,0.010230000000000001,0.32780000000000004,0.000149,0.0009936,0.0015530000000000001,0.0668,9.587e-06,0.03,CAT HE-AM HE800B 20170912
HE800M,317,0.8140000000000001,0.303,0.021,0.04,0.04043,0.004426,0.010870000000000001,0.012490000000000001,0.33089999999999997,0.0001863,0.00123,0.00193,0.0679,1.66e-05,0.03,CAT HE-AM HE800M 20170912
HE800x373,373,0.8260000000000001,0.308,0.025,0.046,0.047459999999999995,0.005239,0.012690000000000002,0.014700000000000001,0.33230000000000004,0.0002253,0.001463,0.002311,0.0689,2.5532e-05,0.03,CAT HE-AM HE800x373 20170912
HE800x444,444,0.842,0.313,0.03,0.054,0.0566,0.006345,0.015070000000000002,0.01764,0.33480000000000004,0.000278,0.001776,0.002827,0.0701,4.15e-05,0.03,CAT HE-AM HE800x444 20170912
HE900AA,198,0.87,0.3,0.015,0.02,0.02522,0.003011,0.006923,0.007999,0.34550000000000003,9.041e-05,0.0006028,0.0009577,0.0599,3.22e-06,0.03,CAT HE-AM HE900AA 20170912
HE900A,252,0.89,0.3,0.016,0.03,0.032049999999999995,0.004221,0.009485,0.01081,0.3629,0.0001355,0.0009032,0.0014140000000000001,0.065,7.4899999999999994e-06,0.03,CAT HE-AM HE900A 20170912
HE900B,291,0.9,0.3,0.0185,0.035,0.037129999999999996,0.004941,0.01098,0.012580000000000001,0.3648,0.0001582,0.0010500000000000002,0.0016580000000000002,0.0653,1.15e-05,0.03,CAT HE-AM HE900B 20170912
HE900M,333,0.91,0.302,0.021,0.04,0.042359999999999995,0.005704,0.01254,0.014440000000000001,0.367,0.00018449999999999999,0.0012200000000000002,0.0019290000000000002,0.066,1.68e-05,0.03,CAT HE-AM HE900M 20170912
HE900x391,391,0.922,0.307,0.025,0.046,0.049769999999999995,0.006743,0.01463,0.01699,0.36810000000000004,0.0002232,0.001454,0.0023120000000000003,0.067,2.6e-05,0.03,CAT HE-AM HE900x391 20170912
HE900x466,466,0.9380000000000001,0.312,0.03,0.054,0.05937,0.008149,0.01738,0.020380000000000002,0.3705,0.0002756,0.0017670000000000001,0.0028320000000000003,0.0681,4.23e-05,0.03,CAT HE-AM HE900x466 20170912
HE1000AA,222,0.97,0.3,0.016,0.021,0.02822,0.004065,0.00838,0.009777000000000001,0.3795,9.501e-05,0.0006334,0.001016,0.058,3.87e-06,0.03,CAT HE-AM HE1000AA 20170912
HE1000x249,249,0.98,0.3,0.0165,0.026000000000000002,0.03168,0.004811,0.009818,0.01135,0.3897,0.0001175,0.0007840000000000001,0.001245,0.06090000000000002,5.82e-06,0.03,CAT HE-AM HE1000x249 20170912
HE1000A,272,0.99,0.3,0.0165,0.031,0.034679999999999996,0.0055379999999999995,0.01119,0.012820000000000002,0.3996,0.00014,0.0009336,0.0014700000000000002,0.0635,8.35e-06,0.03,CAT HE-AM HE1000A 20170912
HE1000B,314,1.0,0.3,0.019,0.036000000000000004,0.04,0.006447,0.01289,0.014860000000000002,0.4015,0.0001628,0.001085,0.001716,0.0638,1.27e-05,0.03,CAT HE-AM HE1000B 20170912
HE1000M,349,1.008,0.302,0.021,0.04,0.04442,0.007223,0.01433,0.01657,0.4032,0.0001846,0.001222,0.00194,0.0645,1.71e-05,0.03,CAT HE-AM HE1000M 20170912
HE1000x393,393,1.016,0.303,0.024399999999999998,0.0439,0.050019999999999995,0.008077,0.0159,0.01854,0.40180000000000005,0.000205,0.001353,0.0021680000000000002,0.064,2.33e-05,0.03,CAT HE-AM HE1000x393 20170912
HE1000x415,415,1.02,0.304,0.026000000000000002,0.046,0.05287,0.008531,0.016728,0.019571,0.4017,0.0002171,0.001428,0.002298,0.0641,2.7e-05,0.03,CAT HE-AM HE1000x415 20170912
HE1000x438,438,1.026,0.305,0.0269,0.049,0.0556,0.009092,0.01772,0.02075,0.4043,0.00023359999999999999,0.001531,0.0024630000000000003,0.0648,3.18e-05,0.03,CAT HE-AM HE1000x438 20170912
HE1000x494,494,1.036,0.309,0.031,0.054,0.06291,0.01028,0.019845,0.023413,0.4042,0.0002682,0.0017360000000000001,0.002818,0.0653,4.4e-05,0.03,CAT HE-AM HE1000x494 20170912
HE1000x584,584,1.056,0.314,0.036000000000000004,0.064,0.07436999999999999,0.012461,0.023600000000000003,0.028039,0.4093,0.0003343,0.00213,0.0034750000000000002,0.067,7.15e-05,0.03,CAT HE-AM HE1000x584 20170912
UB127x76x13,13,0.127,0.076,0.004,0.0076,0.00165,4.734e-06,7.456e-05,8.415e-05,0.0535,5.57e-07,1.467e-05,2.258e-05,0.0184,2.91e-08,0.008,CAT UB-AM UB127x76x13 20170912
UB152x89x16,16,0.1524,0.0887,0.0045000000000000005,0.0077,0.00203,8.343e-06,0.0001095,0.00012330000000000002,0.0641,8.98e-07,2.0240000000000003e-05,3.118e-05,0.021,3.62e-08,0.008,CAT UB-AM UB152x89x16 20170912
UB178x102x19,19,0.1778,0.1012,0.0048,0.0079,0.00243,1.3559999999999999e-05,0.00015250000000000002,0.00017130000000000002,0.07480000000000002,1.367e-06,2.7020000000000002e-05,4.159e-05,0.0237,4.4699999999999997e-08,0.008,CAT UB-AM UB178x102x19 20170912
UB203x102x23,23.1,0.2032,0.1018,0.0054,0.0093,0.00294,2.105e-05,0.00020720000000000002,0.00023410000000000003,0.0846,1.6389999999999999e-06,3.219e-05,4.975e-05,0.023600000000000003,7.1e-08,0.008,CAT UB-AM UB203x102x23 20170912
UB203x133x25,25.1,0.2032,0.13319999999999999,0.0057,0.0078,0.0031999999999999997,2.34e-05,0.00023030000000000001,0.00025770000000000003,0.0856,3.076e-06,4.619e-05,7.094000000000001e-05,0.031,6.03e-08,0.008,CAT UB-AM UB203x133x25 20170912
UB203x133x30,30,0.2068,0.13390000000000002,0.0064,0.0096,0.0038199999999999996,2.896e-05,0.00028000000000000003,0.0003144,0.0871,3.847e-06,5.745e-05,8.822e-05,0.0317,1.0399999999999999e-07,0.008,CAT UB-AM UB203x133x30 20170912
UB254x102x22,22,0.254,0.1016,0.0057,0.0068,0.0028,2.841e-05,0.00022370000000000002,0.000259,0.10070000000000001,1.193e-06,2.349e-05,3.727e-05,0.0206,4.2e-08,0.008,CAT UB-AM UB254x102x22 20170912
UB254x102x25,25.2,0.2572,0.1019,0.006,0.008400000000000001,0.0031999999999999997,3.4149999999999997e-05,0.0002655,0.0003055,0.1032,1.487e-06,2.9180000000000002e-05,4.601e-05,0.021500000000000002,6.5e-08,0.008,CAT UB-AM UB254x102x25 20170912
UB254x102x28,28.3,0.26039999999999996,0.1022,0.0063,0.01,0.00361,4.005e-05,0.0003076,0.0003528,0.10540000000000001,1.785e-06,3.494e-05,5.4850000000000005e-05,0.0222,9.670000000000001e-08,0.008,CAT UB-AM UB254x102x28 20170912
UB254x146x31,31.1,0.2514,0.1461,0.006,0.0086,0.00397,4.413e-05,0.0003511,0.0003931,0.1055,4.4749999999999995e-06,6.126e-05,9.413000000000001e-05,0.033600000000000005,8.63e-08,0.008,CAT UB-AM UB254x146x31 20170912
UB254x146x37,37,0.256,0.1464,0.0063,0.0109,0.004719999999999999,5.537e-05,0.00043260000000000005,0.00048320000000000004,0.1083,5.706e-06,7.796e-05,0.0001194,0.0348,1.54e-07,0.008,CAT UB-AM UB254x146x37 20170912
UB254x146x43,43,0.25960000000000005,0.14730000000000001,0.007200000000000001,0.0127,0.00548,6.544e-05,0.0005041,0.0005663,0.1093,6.774e-06,9.197e-05,0.00014110000000000001,0.0352,2.4e-07,0.008,CAT UB-AM UB254x146x43 20170912
UB305x102x25,24.8,0.30510000000000004,0.1016,0.0058,0.007,0.00316,4.455e-05,0.0002921,0.000342,0.1187,1.229e-06,2.4200000000000002e-05,3.881e-05,0.0197,4.829999999999999e-08,0.008,CAT UB-AM UB305x102x25 20170912
UB305x102x28,28.2,0.3087,0.1018,0.006,0.0088,0.00359,5.366e-05,0.00034760000000000005,0.00040290000000000004,0.1223,1.554e-06,3.053e-05,4.8450000000000005e-05,0.020800000000000003,7.48e-08,0.008,CAT UB-AM UB305x102x28 20170912
UB305x102x33,32.8,0.3127,0.1024,0.0066,0.0108,0.00418,6.501e-05,0.0004158,0.00048080000000000003,0.1247,1.941e-06,3.791e-05,6.004e-05,0.021500000000000002,1.23e-07,0.008,CAT UB-AM UB305x102x33 20170912
UB305x127x37,37,0.3044,0.12340000000000001,0.007100000000000001,0.0107,0.004719999999999999,7.171e-05,0.0004711,0.0005394,0.12329999999999999,3.3619999999999997e-06,5.449e-05,8.541000000000001e-05,0.0267,1.44e-07,0.0089,CAT UB-AM UB305x127x37 20170912
UB305x165x40,40.3,0.3034,0.165,0.006,0.010199999999999999,0.00513,8.503e-05,0.0005605,0.0006231,0.12869999999999998,7.644e-06,9.265e-05,0.0001417,0.0386,1.476e-07,0.0089,CAT UB-AM UB305x165x40 20170912
UB305x127x42,41.9,0.3072,0.1243,0.008,0.0121,0.00534,8.196e-05,0.0005336000000000001,0.0006135,0.12390000000000001,3.888e-06,6.255e-05,9.841e-05,0.027,2.118e-07,0.0089,CAT UB-AM UB305x127x42 20170912
UB305x165x46,46.1,0.30660000000000004,0.1657,0.0067,0.011800000000000001,0.005869999999999999,9.899e-05,0.0006457,0.00072,0.12980000000000003,8.956999999999999e-06,0.00010810000000000001,0.0001655,0.039,2.223e-07,0.0089,CAT UB-AM UB305x165x46 20170912
UB305x127x48,48.1,0.311,0.1253,0.009000000000000001,0.014,0.00612,9.575e-05,0.0006157000000000001,0.0007107000000000001,0.125,4.61e-06,7.359e-05,0.0001161,0.0274,3.183e-07,0.0089,CAT UB-AM UB305x127x48 20170912
UB305x165x54,54,0.3104,0.16690000000000002,0.0079,0.0137,0.00688,0.000117,0.0007536,0.0008461,0.13040000000000002,1.063e-05,0.0001274,0.0001956,0.039299999999999995,3.4829999999999986e-07,0.0089,CAT UB-AM UB305x165x54 20170912
UB356x127x33,33.1,0.34900000000000003,0.1254,0.006,0.0085,0.00421,8.249e-05,0.00047270000000000005,0.0005429,0.1399,2.802e-06,4.469e-05,7.029e-05,0.0258,8.74e-08,0.01,CAT UB-AM UB356x127x33 20170912
UB356x127x39,39.1,0.3534,0.126,0.0066,0.0107,0.00498,0.00010169999999999999,0.0005756,0.0006585,0.14300000000000002,3.578e-06,5.6800000000000005e-05,8.905000000000001e-05,0.0268,1.5e-07,0.01,CAT UB-AM UB356x127x39 20170912
UB356x171x45,45,0.3514,0.1711,0.007,0.009700000000000002,0.00573,0.00012069999999999999,0.0006867,0.0007746000000000001,0.1451,8.111e-06,9.481000000000001e-05,0.0001466,0.0376,1.5799999999999999e-07,0.01,CAT UB-AM UB356x171x45 20170912
UB356x171x51,51,0.355,0.1715,0.0074,0.0115,0.00649,0.0001414,0.0007964000000000001,0.0008960000000000001,0.1476,9.683e-06,0.0001129,0.0001742,0.0386,2.37e-07,0.01,CAT UB-AM UB356x171x51 20170912
UB356x171x57,57,0.358,0.1722,0.0081,0.013000000000000001,0.00726,0.0001604,0.0008960000000000001,0.00101,0.1487,1.1079999999999999e-05,0.0001287,0.0001988,0.0391,3.33e-07,0.01,CAT UB-AM UB356x171x57 20170912
UB356x171x67,67.1,0.3634,0.1732,0.0091,0.0157,0.00855,0.0001946,0.0010710000000000001,0.001211,0.1509,1.362e-05,0.0001573,0.00024300000000000002,0.0399,5.55e-07,0.01,CAT UB-AM UB356x171x67 20170912
UB406x140x39,39,0.398,0.1418,0.0064,0.0086,0.00497,0.0001251,0.0006286,0.0007237000000000001,0.15869999999999998,4.0979999999999996e-06,5.78e-05,9.085e-05,0.0287,1.06e-07,0.01,CAT UB-AM UB406x140x39 20170912
UB406x140x46,46,0.4032,0.1422,0.0068,0.0112,0.00586,0.0001569,0.000778,0.0008876000000000001,0.1635,5.381e-06,7.568000000000001e-05,0.00011810000000000001,0.0303,1.9e-07,0.01,CAT UB-AM UB406x140x46 20170912
UB406x140x53,53.3,0.4066,0.1433,0.0079,0.0129,0.0068,0.0001828,0.0008993,0.001031,0.164,6.346e-06,8.857e-05,0.00013890000000000002,0.030600000000000002,2.9e-07,0.01,CAT UB-AM UB406x140x53 20170912
UB406x178x54,54.1,0.4026,0.1777,0.0077,0.0109,0.0069,0.0001872,0.00093,0.0010550000000000002,0.1648,1.021e-05,0.0001149,0.00017830000000000002,0.0385,2.3e-07,0.01,CAT UB-AM UB406x178x54 20170912
UB406x178x60,60.1,0.4064,0.1779,0.0079,0.0128,0.00765,0.000216,0.0010630000000000001,0.001199,0.168,1.203e-05,0.0001353,0.000209,0.039700000000000006,3.32e-07,0.01,CAT UB-AM UB406x178x60 20170912
UB406x178x67,67.1,0.4094,0.17880000000000001,0.0088,0.0143,0.00855,0.0002433,0.0011890000000000002,0.0013460000000000002,0.1687,1.365e-05,0.0001527,0.0002366,0.0399,4.6e-07,0.01,CAT UB-AM UB406x178x67 20170912
UB406x178x74,74.2,0.4128,0.1795,0.0095,0.016,0.00945,0.00027309999999999997,0.0013230000000000002,0.0015010000000000002,0.17,1.545e-05,0.0001722,0.00026700000000000004,0.0404,6.26e-07,0.01,CAT UB-AM UB406x178x74 20170912
UB406x178x85,85,0.417,0.181,0.0109,0.0182,0.01082,0.0003153,0.001512,0.0017250000000000002,0.1706,1.803e-05,0.00019930000000000002,0.0003101,0.040799999999999996,9.240000000000001e-07,0.01,CAT UB-AM UB406x178x85 20170912
UB457x152x52,52.3,0.44980000000000003,0.1524,0.0076,0.0109,0.00666,0.0002137,0.0009500000000000001,0.001096,0.1791,6.45e-06,8.464e-05,0.00013330000000000001,0.031100000000000003,2.13e-07,0.01,CAT UB-AM UB457x152x52 20170912
UB457x152x60,59.8,0.45460000000000006,0.1529,0.0081,0.013300000000000001,0.00762,0.000255,0.0011220000000000002,0.0012870000000000002,0.1829,7.946e-06,0.0001039,0.0001631,0.032299999999999995,3.37e-07,0.01,CAT UB-AM UB457x152x60 20170912
UB457x191x67,67.1,0.45339999999999997,0.1899,0.0085,0.0127,0.00855,0.0002938,0.001296,0.001471,0.1854,1.452e-05,0.0001529,0.00023730000000000002,0.0412,3.7e-07,0.01,CAT UB-AM UB457x191x67 20170912
UB457x152x67,67.2,0.458,0.15380000000000002,0.009000000000000001,0.015,0.00856,0.0002893,0.001263,0.001453,0.1839,9.126e-06,0.00011870000000000001,0.0001867,0.03270000000000001,4.76e-07,0.01,CAT UB-AM UB457x152x67 20170912
UB457x152x74,74.2,0.462,0.1544,0.0096,0.017,0.00945,0.00032669999999999997,0.0014140000000000001,0.0016270000000000002,0.186,1.047e-05,0.00013560000000000002,0.0002131,0.033299999999999996,6.58e-07,0.01,CAT UB-AM UB457x152x74 20170912
UB457x191x74,74.3,0.457,0.1904,0.009000000000000001,0.0145,0.00946,0.00033319999999999997,0.001458,0.0016530000000000002,0.1876,1.671e-05,0.0001755,0.0002721,0.042,5.17e-07,0.01,CAT UB-AM UB457x191x74 20170912
UB457x191x82,82,0.46,0.19130000000000003,0.0099,0.016,0.01045,0.0003705,0.001611,0.0018310000000000002,0.18830000000000002,1.871e-05,0.0001956,0.0003039,0.0423,6.91e-07,0.01,CAT UB-AM UB457x191x82 20170912
UB457x152x82,82.1,0.46580000000000005,0.15530000000000002,0.0105,0.0189,0.01045,0.0003659,0.0015710000000000001,0.0018110000000000001,0.1871,1.185e-05,0.00015250000000000002,0.00024040000000000002,0.0337,8.91e-07,0.01,CAT UB-AM UB457x152x82 20170912
UB457x191x89,89.3,0.4634,0.19190000000000002,0.0105,0.0177,0.01138,0.0004102,0.00177,0.002014,0.1899,2.0889999999999998e-05,0.0002178,0.00033840000000000004,0.0429,9.05e-07,0.01,CAT UB-AM UB457x191x89 20170912
UB457x191x98,98.3,0.4672,0.19280000000000003,0.0114,0.019600000000000003,0.01253,0.0004573,0.001957,0.002232,0.1911,2.347e-05,0.0002435,0.00037890000000000005,0.0433,1.21e-06,0.01,CAT UB-AM UB457x191x98 20170912
UB457x191x106,106,0.46900000000000003,0.194,0.0126,0.0206,0.01347,0.0004879,0.002081,0.002385,0.1904,2.5149999999999998e-05,0.0002592,0.00040530000000000004,0.0432,1.46e-06,0.01,CAT UB-AM UB457x191x106 20170912
UB533x165x66,66,0.525,0.165,0.0089,0.0114,0.00838,0.00035099999999999997,0.001337,0.0015630000000000002,0.2047,8.572999999999999e-06,0.0001039,0.0001662,0.032,3.22e-07,0.013000000000000001,CAT UB-AM UB533x165x66 20170912
UB533x165x74,74,0.529,0.166,0.009700000000000002,0.0136,0.00953,0.000411,0.001554,0.0018100000000000002,0.2077,1.042e-05,0.00012550000000000001,0.00020030000000000002,0.03309999999999999,4.82e-07,0.013000000000000001,CAT UB-AM UB533x165x74 20170912
