nom,masse_kg_m,h_m,b_m,tw_m,tf_m,r_m,aire_m2,Iyy_m4,Izz_m4,iy_m,iz_m,Wel_y_m3,Wel_z_m3,Wpl_y_m3,Wpl_z_m3,J_m4,Iw_m6,obsolete,date,profil_gsa
CHS457x32.0,335.0,0.457,,0.032,,,0.0427,0.00097013,0.00097013,0.151,0.151,0.004246,0.004246,0.005791,0.005791,0.00194027,,,20110705,CAT EN-CHS CHS457x32.0 20110705
CHS711x20.0,341.0,0.711,,0.02,,,0.0434,0.002594,0.002594,0.244,0.244,0.007295,0.007295,0.009552,0.009552,0.005187,,False,20100728,CAT EN-CHS CHS711x20.0 20100728
CHS1016x14.2,351.0,1.016,,0.0142,,,0.0447,0.00561,0.00561,0.354,0.354,0.011,0.011,0.0143,0.0143,0.0112,,False,20100728,CAT EN-CHS CHS1016x14.2 20100728
CHS508x30.0,354.0,0.508,,0.03,,,0.0451,0.001292,0.001292,0.169,0.169,0.005086,0.005086,0.006864,0.006864,0.002584,,False,20100728,CAT EN-CHS CHS508x30.0 20100728
CHS914x16.0,354.0,0.914,,0.016,,,0.0451,0.004551,0.004551,0.318,0.318,0.009959,0.009959,0.0129,0.0129,0.009103,,False,20100728,CAT EN-CHS CHS914x16.0 20100728
CHS1168x12.5,356.0,1.168,,0.0125,,,0.0454,0.007574,0.007574,0.409,0.409,0.01297,0.01297,0.01669,0.01669,0.01515,,False,20100728,CAT EN-CHS CHS1168x12.5 20100728
CHS406x40.0,361.0,0.4064,,0.04,,,0.046,0.0007819,0.0007819,0.13,0.13,0.003848,0.003848,0.005391,0.005391,0.00156,,False,20100728,CAT EN-CHS CHS406x40.0 20100728
CHS610x25.0,361.0,0.61,,0.025,,,0.0459,0.001969,0.001969,0.207,0.207,0.006456,0.006456,0.008561,0.008561,0.003938,,False,20100728,CAT EN-CHS CHS610x25.0 20100728
CHS762x20.0,366.0,0.762,,0.02,,,0.0466,0.003211,0.003211,0.262,0.262,0.008427,0.008427,0.01101,0.01101,0.006422,,False,20100728,CAT EN-CHS CHS762x20.0 20100728
CHS1067x14.2,369.0,1.067,,0.0142,,,0.047,0.00651,0.00651,0.372,0.372,0.0122,0.0122,0.0157,0.0157,0.013,,False,20100728,CAT EN-CHS CHS1067x14.2 20100728
CHS1219x12.5,372.0,1.219,,0.0125,,,0.0474,0.008622,0.008622,0.427,0.427,0.01415,0.01415,0.0182,0.0182,0.01724,,False,20100728,CAT EN-CHS CHS1219x12.5 20100728
CHS457x36.0,374.0,0.457,,0.036,,,0.0476,0.00106261,0.00106261,0.149,0.149,0.00465,0.00465,0.006396,0.006396,0.00212521,,,20110705,CAT EN-CHS CHS457x36.0 20110705
CHS508x32.0,376.0,0.508,,0.032,,,0.0479,0.00136141,0.00136141,0.169,0.169,0.00536,0.00536,0.007261,0.007261,0.00272282,,,20110705,CAT EN-CHS CHS508x32.0 20110705
CHS813x20.0,391.0,0.813,,0.02,,,0.0498,0.003919,0.003919,0.28,0.28,0.009641,0.009641,0.01258,0.01258,0.007838,,False,20100728,CAT EN-CHS CHS813x20.0 20100728
CHS1016x16.0,395.0,1.016,,0.016,,,0.0503,0.0062848,0.0062848,0.354,0.354,0.01237,0.01237,0.016,0.016,0.01257,,False,20100728,CAT EN-CHS CHS1016x16.0 20100728
CHS610x28.0,402.0,0.61,,0.028,,,0.0512,0.00217266,0.00217266,0.206,0.206,0.007123,0.007123,0.009492,0.009492,0.00434531,,,20110705,CAT EN-CHS CHS610x28.0 20110705
CHS1168x14.2,404.0,1.168,,0.0142,,,0.0515,0.008567,0.008567,0.408,0.408,0.01467,0.01467,0.01891,0.01891,0.01713,,False,20100728,CAT EN-CHS CHS1168x14.2 20100728
CHS457x40.0,411.0,0.457,,0.04,,,0.0524,0.00115,0.00115,0.148,0.148,0.005031,0.005031,0.006977,0.006977,0.002299,,False,20100728,CAT EN-CHS CHS457x40.0 20100728
CHS1067x16.0,415.0,1.067,,0.016,,,0.0528,0.0072961,0.0072961,0.372,0.372,0.01368,0.01368,0.01768,0.01768,0.01459,,False,20100728,CAT EN-CHS CHS1067x16.0 20100728
CHS508x36.0,419.0,0.508,,0.036,,,0.0534,0.00149523,0.00149523,0.167,0.167,0.005887,0.005887,0.008036,0.008036,0.00299046,,,20110705,CAT EN-CHS CHS508x36.0 20110705
CHS1219x14.2,422.0,1.219,,0.0142,,,0.0537,0.009753,0.009753,0.426,0.426,0.016,0.016,0.02061,0.02061,0.01951,,False,20100728,CAT EN-CHS CHS1219x14.2 20100728
CHS711x25.0,423.0,0.711,,0.025,,,0.0539,0.003174,0.003174,0.243,0.243,0.008927,0.008927,0.01177,0.01177,0.006347,,False,20100728,CAT EN-CHS CHS711x25.0 20100728
CHS610x30.0,429.0,0.61,,0.03,,,0.0547,0.002305,0.002305,0.205,0.205,0.007557,0.007557,0.0101,0.0101,0.00461,,False,20100728,CAT EN-CHS CHS610x30.0 20100728
CHS914x20.0,441.0,0.914,,0.02,,,0.0562,0.005615,0.005615,0.316,0.316,0.01229,0.01229,0.01599,0.01599,0.01123,,False,20100728,CAT EN-CHS CHS914x20.0 20100728
CHS762x25.0,454.0,0.762,,0.025,,,0.0579,0.003935,0.003935,0.261,0.261,0.01033,0.01033,0.01358,0.01358,0.007869,,False,20100728,CAT EN-CHS CHS762x25.0 20100728
CHS1168x16.0,455.0,1.168,,0.016,,,0.0579,0.009608,0.009608,0.407,0.407,0.01645,0.01645,0.02124,0.02124,0.01922,,False,20100728,CAT EN-CHS CHS1168x16.0 20100728
CHS610x32.0,456.0,0.61,,0.032,,,0.0581,0.00243401,0.00243401,0.205,0.205,0.00798,0.00798,0.010702,0.010702,0.00486802,,,20110705,CAT EN-CHS CHS610x32.0 20110705
CHS457x45.0,457.0,0.457,,0.045,,,0.0582,0.00125059,0.00125059,0.147,0.147,0.005473,0.005473,0.007669,0.007669,0.00250118,,,20110705,CAT EN-CHS CHS457x45.0 20110705
CHS508x40.0,462.0,0.508,,0.04,,,0.0588,0.001622,0.001622,0.166,0.166,0.006385,0.006385,0.008782,0.008782,0.003244,,False,20100728,CAT EN-CHS CHS508x40.0 20100728
CHS1219x16.0,475.0,1.219,,0.016,,,0.0605,0.01094,0.01094,0.425,0.425,0.01795,0.01795,0.02316,0.02316,0.02188,,False,20100728,CAT EN-CHS CHS1219x16.0 20100728
CHS813x25.0,486.0,0.813,,0.025,,,0.0619,0.004809,0.004809,0.279,0.279,0.01183,0.01183,0.01553,0.01553,0.009617,,False,20100728,CAT EN-CHS CHS813x25.0 20100728
CHS1016x20.0,491.0,1.016,,0.02,,,0.0626,0.007763,0.007763,0.352,0.352,0.01528,0.01528,0.01984,0.01984,0.01553,,False,20100728,CAT EN-CHS CHS1016x20.0 20100728
CHS711x30.0,504.0,0.711,,0.03,,,0.0642,0.003728,0.003728,0.241,0.241,0.01049,0.01049,0.01392,0.01392,0.007456,,False,20100728,CAT EN-CHS CHS711x30.0 20100728
CHS610x36.0,510.0,0.61,,0.036,,,0.0649,0.00268413,0.00268413,0.203,0.203,0.0088,0.0088,0.011877,0.011877,0.00536825,,,20110705,CAT EN-CHS CHS610x36.0 20110705
CHS508x45.0,514.0,0.508,,0.045,,,0.0655,0.00177051,0.00177051,0.164,0.164,0.006971,0.006971,0.009677,0.009677,0.00354102,,,20110705,CAT EN-CHS CHS508x45.0 20110705
CHS1067x20.0,516.0,1.067,,0.02,,,0.0658,0.009018,0.009018,0.37,0.37,0.0169,0.0169,0.02193,0.02193,0.01804,,False,20100728,CAT EN-CHS CHS1067x20.0 20100728
CHS711x32.0,536.0,0.711,,0.032,,,0.0683,0.0039426,0.0039426,0.24,0.24,0.01109,0.01109,0.014764,0.014764,0.0078852,,,20110705,CAT EN-CHS CHS711x32.0 20110705
CHS762x30.0,542.0,0.762,,0.03,,,0.069,0.004629,0.004629,0.259,0.259,0.01215,0.01215,0.01608,0.01608,0.009257,,False,20100728,CAT EN-CHS CHS762x30.0 20100728
CHS914x25.0,548.0,0.914,,0.025,,,0.0698,0.0069032,0.0069032,0.314,0.314,0.0151,0.0151,0.01976,0.01976,0.01381,,False,20100728,CAT EN-CHS CHS914x25.0 20100728
CHS610x40.0,562.0,0.61,,0.04,,,0.0716,0.002923,0.002923,0.202,0.202,0.009585,0.009585,0.01302,0.01302,0.00585,,False,20100728,CAT EN-CHS CHS610x40.0 20100728
CHS508x50.0,565.0,0.508,,0.05,,,0.0719,0.001909,0.001909,0.163,0.163,0.007515,0.007515,0.01053,0.01053,0.003818,,False,20100728,CAT EN-CHS CHS508x50.0 20100728
CHS1168x20.0,566.0,1.168,,0.02,,,0.0721,0.01189,0.01189,0.406,0.406,0.02035,0.02035,0.02636,0.02636,0.02377,,False,20100728,CAT EN-CHS CHS1168x20.0 20100728
CHS762x32.0,576.0,0.762,,0.032,,,0.0734,0.00489793,0.00489793,0.258,0.258,0.012855,0.012855,0.017064,0.017064,0.00979585,,,20110705,CAT EN-CHS CHS762x32.0 20110705
CHS813x30.0,579.0,0.813,,0.03,,,0.0738,0.005664,0.005664,0.277,0.277,0.01393,0.01393,0.0184,0.0184,0.011328,,False,20100728,CAT EN-CHS CHS813x30.0 20100728
CHS1219x20.0,591.0,1.219,,0.02,,,0.0753,0.01354,0.01354,0.424,0.424,0.02222,0.02222,0.02876,0.02876,0.02708,,False,20100728,CAT EN-CHS CHS1219x20.0 20100728
CHS711x36.0,599.0,0.711,,0.036,,,0.0763,0.00436021,0.00436021,0.239,0.239,0.012265,0.012265,0.016418,0.016418,0.00872042,,,20110705,CAT EN-CHS CHS711x36.0 20110705
CHS1016x25.0,611.0,1.016,,0.025,,,0.0778,0.009561,0.009561,0.35,0.35,0.01882,0.01882,0.02456,0.02456,0.01912,,False,20100728,CAT EN-CHS CHS1016x25.0 20100728
CHS813x32.0,616.0,0.813,,0.032,,,0.0785,0.00599641,0.00599641,0.276,0.276,0.014751,0.014751,0.01953,0.01953,0.01199282,,,20110705,CAT EN-CHS CHS813x32.0 20110705
CHS610x45.0,627.0,0.61,,0.045,,,0.0799,0.00320748,0.00320748,0.2,0.2,0.010516,0.010516,0.014396,0.014396,0.00641496,,,20110705,CAT EN-CHS CHS610x45.0 20110705
CHS1067x25.0,642.0,1.067,,0.025,,,0.0818,0.01111,0.01111,0.369,0.369,0.02083,0.02083,0.02715,0.02715,0.02223,,False,20100728,CAT EN-CHS CHS1067x25.0 20100728
CHS762x36.0,645.0,0.762,,0.036,,,0.0821,0.00542299,0.00542299,0.257,0.257,0.014234,0.014234,0.01899,0.01899,0.01084598,,,20110705,CAT EN-CHS CHS762x36.0 20110705
CHS914x30.0,654.0,0.914,,0.03,,,0.0833,0.008148,0.008148,0.313,0.313,0.01783,0.01783,0.02345,0.02345,0.0163,,False,20100728,CAT EN-CHS CHS914x30.0 20100728
CHS711x40.0,662.0,0.711,,0.04,,,0.0843,0.004762,0.004762,0.238,0.238,0.0134,0.0134,0.01803,0.01803,0.009525,,False,20100728,CAT EN-CHS CHS711x40.0 20100728
CHS813x36.0,690.0,0.813,,0.036,,,0.0879,0.00664594,0.00664594,0.275,0.275,0.016349,0.016349,0.02175,0.02175,0.01329189,,,20110705,CAT EN-CHS CHS813x36.0 20110705
CHS610x50.0,691.0,0.61,,0.05,,,0.088,0.003476,0.003476,0.199,0.199,0.0114,0.0114,0.01572,0.01572,0.00695,,False,20100728,CAT EN-CHS CHS610x50.0 20100728
CHS1168x25.0,705.0,1.168,,0.025,,,0.0898,0.01467,0.01467,0.404,0.404,0.02512,0.02512,0.03267,0.03267,0.02933,,False,20100728,CAT EN-CHS CHS1168x25.0 20100728
CHS762x40.0,712.0,0.762,,0.04,,,0.0907,0.00593,0.00593,0.256,0.256,0.01557,0.01557,0.02087,0.02087,0.01186,,False,20100728,CAT EN-CHS CHS762x40.0 20100728
CHS1016x30.0,729.0,1.016,,0.03,,,0.0929,0.0113,0.0113,0.349,0.349,0.02225,0.02225,0.02918,0.02918,0.02261,,False,20100728,CAT EN-CHS CHS1016x30.0 20100728
CHS1219x25.0,736.0,1.219,,0.025,,,0.0938,0.01672,0.01672,0.422,0.422,0.02743,0.02743,0.03565,0.03565,0.03344,,False,20100728,CAT EN-CHS CHS1219x25.0 20100728
CHS711x45.0,739.0,0.711,,0.045,,,0.0942,0.00524413,0.00524413,0.236,0.236,0.014751,0.014751,0.01999,0.01999,0.01048826,,,20110705,CAT EN-CHS CHS711x45.0 20110705
CHS610x55.0,753.0,0.61,,0.055,,,0.0959,0.0037286,0.0037286,0.197,0.197,0.012225,0.012225,0.016997,0.016997,0.0074572,,,20110705,CAT EN-CHS CHS610x55.0 20110705
CHS813x40.0,763.0,0.813,,0.04,,,0.0971,0.00727478,0.00727478,0.274,0.274,0.017896,0.017896,0.023922,0.023922,0.01454955,,,20110705,CAT EN-CHS CHS813x40.0 20110705
CHS1067x30.0,767.0,1.067,,0.03,,,0.0977,0.01315,0.01315,0.367,0.367,0.02465,0.02465,0.03227,0.03227,0.0263,,False,20100728,CAT EN-CHS CHS1067x30.0 20100728
CHS762x45.0,796.0,0.762,,0.045,,,0.1014,0.00653939,0.00653939,0.254,0.254,0.017164,0.017164,0.023164,0.023164,0.01307878,,,20110705,CAT EN-CHS CHS762x45.0 20110705
CHS610x60.0,814.0,0.61,,0.06,,,0.1037,0.00396677,0.00396677,0.196,0.196,0.013006,0.013006,0.018222,0.018222,0.00793354,,,20110705,CAT EN-CHS CHS610x60.0 20110705
CHS711x50.0,815.0,0.711,,0.05,,,0.1038,0.005703,0.005703,0.234,0.234,0.01604,0.01604,0.02189,0.02189,0.01141,,False,20100728,CAT EN-CHS CHS711x50.0 20100728
CHS813x45.0,852.0,0.813,,0.045,,,0.1086,0.00803239,0.00803239,0.272,0.272,0.01976,0.01976,0.026572,0.026572,0.01606477,,,20110705,CAT EN-CHS CHS813x45.0 20110705
CHS762x50.0,878.0,0.762,,0.05,,,0.1118,0.007122,0.007122,0.252,0.252,0.01869,0.01869,0.02539,0.02539,0.01424,,False,20100728,CAT EN-CHS CHS762x50.0 20100728
CHS711x55.0,890.0,0.711,,0.055,,,0.1133,0.00614011,0.00614011,0.233,0.233,0.017272,0.017272,0.023724,0.023724,0.01228022,,,20110705,CAT EN-CHS CHS711x55.0 20110705
CHS813x50.0,941.0,0.813,,0.05,,,0.1199,0.0087592,0.0087592,0.27,0.27,0.021548,0.021548,0.02915,0.02915,0.0175184,,,20110705,CAT EN-CHS CHS813x50.0 20110705
CHS762x55.0,959.0,0.762,,0.055,,,0.1222,0.00767894,0.00767894,0.251,0.251,0.020155,0.020155,0.027547,0.027547,0.01535788,,,20110705,CAT EN-CHS CHS762x55.0 20110705
CHS711x60.0,963.0,0.711,,0.06,,,0.1227,0.006556,0.006556,0.231,0.231,0.01844,0.01844,0.0255,0.0255,0.01311,,False,20100728,CAT EN-CHS CHS711x60.0 20100728
CHS813x55.0,1028.0,0.813,,0.055,,,0.131,0.00945607,0.00945607,0.269,0.269,0.023262,0.023262,0.031656,0.031656,0.01891214,,,20110705,CAT EN-CHS CHS813x55.0 20110705
CHS711x65.0,1036.0,0.711,,0.065,,,0.1319,0.00695097,0.00695097,0.23,0.23,0.019553,0.019553,0.027217,0.027217,0.01390195,,,20110705,CAT EN-CHS CHS711x65.0 20110705
CHS762x60.0,1039.0,0.762,,0.06,,,0.1323,0.00821076,0.00821076,0.249,0.249,0.021551,0.021551,0.02964,0.02964,0.01642153,,,20110705,CAT EN-CHS CHS762x60.0 20110705
CHS711x70.0,1107.0,0.711,,0.07,,,0.141,0.00732623,0.00732623,0.228,0.228,0.020608,0.020608,0.028876,0.028876,0.01465246,,,20110705,CAT EN-CHS CHS711x70.0 20110705
CHS813x60.0,1114.0,0.813,,0.06,,,0.1419,0.01012383,0.01012383,0.267,0.267,0.024905,0.024905,0.034093,0.034093,0.02924765,,,20110705,CAT EN-CHS CHS813x60.0 20110705
CHS762x65.0,1117.0,0.762,,0.065,,,0.1423,0.00871831,0.00871831,0.247,0.247,0.022883,0.022883,0.031669,0.031669,0.01743662,,,20110705,CAT EN-CHS CHS762x65.0 20110705
CHS762x70.0,1195.0,0.762,,0.07,,,0.1522,0.00920232,0.00920232,0.246,0.246,0.024153,0.024153,0.033635,0.033635,0.01840465,,,20110705,CAT EN-CHS CHS762x70.0 20110705
CHS813x65.0,1199.0,0.813,,0.065,,,0.1527,0.01076329,0.01076329,0.265,0.265,0.026478,0.026478,0.036459,0.036459,0.02152659,,,20110705,CAT EN-CHS CHS813x65.0 20110705
CHS813x70.0,1283.0,0.813,,0.07,,,0.1634,0.01137528,0.01137528,0.264,0.264,0.027983,0.027983,0.038758,0.038758,0.02275056,,,20110705,CAT EN-CHS CHS813x70.0 20110705
