nom,masse_kg_m,h_m,b_m,tw_m,tf_m,r_m,aire_m2,Iyy_m4,Izz_m4,iy_m,iz_m,Wel_y_m3,Wel_z_m3,Wpl_y_m3,Wpl_z_m3,J_m4,Iw_m6,obsolete,date,profil_gsa
RHS80x40x3.6,6.27,0.08,0.04,0.0036,,,0.000798,6.28e-07,2.06e-07,0.0281,0.0161,1.57e-05,1.03e-05,2e-05,1.21e-05,5.08e-07,,,20110705,CAT EN-RHS RHS80x40x3.6 20110705
RHS90x50x3.2,6.63,0.09,0.05,0.0032,,,0.000844,8.91e-07,3.53e-07,0.0325,0.0204,1.98e-05,1.41e-05,2.46e-05,1.62e-05,8.09e-07,,False,20100728,CAT EN-RHS RHS90x50x3.2 20100728
RHS100x50x3,6.71,0.1,0.05,0.003,,,0.000854,1.1e-06,3.68e-07,0.0358,0.0208,2.19e-05,1.47e-05,2.73e-05,1.68e-05,8.84e-07,,,20110705,CAT EN-RHS RHS100x50x3 20110705
RHS60x40x5,6.85,0.06,0.04,0.005,,,0.000873,3.81e-07,1.95e-07,0.0209,0.015,1.27e-05,9.77e-06,1.64e-05,1.22e-05,4.3e-07,,,20110705,CAT EN-RHS RHS60x40x5 20110705
RHS60x40x5.0,6.85,0.06,0.04,0.005,,,0.000873,3.81e-07,1.95e-07,0.0209,0.015,1.27e-05,9.77e-06,1.64e-05,1.22e-05,4.3e-07,,False,20100728,CAT EN-RHS RHS60x40x5.0 20100728
RHS80x40x4,6.9,0.08,0.04,0.004,,,0.000879,6.82e-07,2.22e-07,0.0279,0.0159,1.71e-05,1.11e-05,2.18e-05,1.32e-05,5.52e-07,,,20110705,CAT EN-RHS RHS80x40x4 20110705
RHS100x50x3.2,7.13,0.1,0.05,0.0032,,,0.000908,1.16e-06,3.88e-07,0.0357,0.0207,2.32e-05,1.55e-05,2.89e-05,1.77e-05,9.34e-07,,False,20100728,CAT EN-RHS RHS100x50x3.2 20100728
RHS100x60x3,7.18,0.1,0.06,0.003,,,0.000914,1.24e-06,5.57e-07,0.0368,0.0247,2.47e-05,1.86e-05,3.02e-05,2.12e-05,1.21e-06,,,20110705,CAT EN-RHS RHS100x60x3 20110705
RHS90x50x3.6,7.4,0.09,0.05,0.0036,,,0.000942,9.83e-07,3.87e-07,0.0323,0.0203,2.18e-05,1.55e-05,2.72e-05,1.8e-05,8.94e-07,,,20110705,CAT EN-RHS RHS90x50x3.6 20110705
RHS100x60x3.2,7.63,0.1,0.06,0.0032,,,0.000972,1.31e-06,5.88e-07,0.0367,0.0246,2.62e-05,1.96e-05,3.2e-05,2.24e-05,1.29e-06,,False,20100728,CAT EN-RHS RHS100x60x3.2 20100728
